"id","logId","link","itemId","internalLevel","internalSubtype","potionData","name","description","style","trait","quality","value","level","type","equipType","weaponType","armorType","craftType","armorRating","weaponPower","cond","enchantId","enchantLevel","enchantSubtype","enchantName","enchantDesc","maxCharges","abilityName","abilityDesc","abilityCooldown","setName","setBonusCount","setMaxEquipCount","setBonusCount1","setBonusCount2","setBonusCount3","setBonusCount4","setBonusCount5","setBonusDesc1","setBonusDesc2","setBonusDesc3","setBonusDesc4","setBonusDesc5","glyphMinLevel","glyphMaxLevel","runeType","runeRank","bindType","siegeHP","bookTitle","craftSkillRank","recipeRank","recipeQuality","refinedItemLink","resultItemLink","materialLevelDesc","traitDesc","traitAbilityDesc","traitCooldown","isUnique","isUniqueEquipped","isVendorTrash","isArmorDecay","isConsumable","icon","comment","tags","dyeData"
"19931889","-1","|H0:item:68944:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","0","1","0","Reactive Girdle","","0","13","0","0","-1","2","8","0","3","-1","0","0","0","0","0","0","","","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 1 Maximum Stamina","(3 items) Adds 1 Stamina Recovery","(4 items) Adds 1 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 11%.","","-1","1","1","1","1","1","/esoui/art/icons/icon_missing.dds","?","",""
"19931888","-1","|H0:item:68944:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","0","0","0","Reactive Girdle","","0","13","1","0","-1","2","8","0","3","-1","0","0","0","0","0","0","","","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 1 Maximum Stamina","(3 items) Adds 1 Stamina Recovery","(4 items) Adds 1 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 12%.","","-1","1","1","1","1","1","/esoui/art/icons/icon_missing.dds","?","",""
"19931891","-1","|H0:item:68944:1:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","1","0","Reactive Girdle","","0","13","0","2","1","2","8","0","3","-1","21","0","0","0","0","0","","","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 11 Maximum Stamina","(3 items) Adds 1 Stamina Recovery","(4 items) Adds 12 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 11%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","dropped","",""
"19933244","-1","|H0:item:68944:177:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","177","0","Reactive Girdle","","0","13","0","3","1","2","8","0","3","-1","34","0","0","0","0","0","","","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 22 Maximum Stamina","(3 items) Adds 3 Stamina Recovery","(4 items) Adds 24 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 11%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","unknown","",""
"19931890","-1","|H0:item:68944:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","0","0","Reactive Girdle","","0","13","1","2","1","2","8","0","3","-1","21","0","0","0","0","0","","","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 11 Maximum Stamina","(3 items) Adds 1 Stamina Recovery","(4 items) Adds 12 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 12%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","?","",""
"19933194","-1","|H0:item:68944:175:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","175","0","Reactive Girdle","","0","13","1","2","1","2","8","0","3","-1","21","0","0","0","0","0","Maximum Health Enchantment","Adds 31 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 11 Maximum Stamina","(3 items) Adds 1 Stamina Recovery","(4 items) Adds 12 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 12%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","unknown","",""
"19931892","-1","|H0:item:68944:2:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","2","0","Reactive Girdle","","0","13","1","3","1","2","8","0","3","-1","34","0","0","0","0","0","Maximum Health Enchantment","Adds 31 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 22 Maximum Stamina","(3 items) Adds 3 Stamina Recovery","(4 items) Adds 24 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 12%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","dropped","",""
"19932691","-1","|H0:item:68944:25:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","25","0","Reactive Girdle","","0","13","1","5","1","2","8","0","3","-1","48","0","0","0","0","0","Maximum Health Enchantment","Adds 31 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 33 Maximum Stamina","(3 items) Adds 4 Stamina Recovery","(4 items) Adds 37 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 12%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","crafted","",""
"19932441","-1","|H0:item:68944:20:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","20","0","Reactive Girdle","","0","13","1","6","1","2","8","0","3","-1","61","0","0","0","0","0","Maximum Health Enchantment","Adds 31 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 45 Maximum Stamina","(3 items) Adds 6 Stamina Recovery","(4 items) Adds 49 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 12%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","crafted","",""
"19932944","-1","|H0:item:68944:121:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","121","0","Reactive Girdle","","0","13","2","2","1","2","8","0","3","-1","21","0","0","0","0","0","Maximum Health Enchantment","Adds 33 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 11 Maximum Stamina","(3 items) Adds 1 Stamina Recovery","(4 items) Adds 12 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 13%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","unknown","",""
"19931893","-1","|H0:item:68944:3:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","3","0","Reactive Girdle","","0","13","2","6","1","2","8","0","3","-1","89","0","0","0","0","0","Maximum Health Enchantment","Adds 33 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 67 Maximum Stamina","(3 items) Adds 9 Stamina Recovery","(4 items) Adds 74 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 13%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","dropped","",""
"19932391","-1","|H0:item:68944:19:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","19","0","Reactive Girdle","","0","13","2","6","1","2","8","0","3","-1","62","0","0","0","0","0","Maximum Health Enchantment","Adds 33 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 45 Maximum Stamina","(3 items) Adds 6 Stamina Recovery","(4 items) Adds 49 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 13%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","unknown","",""
"19932692","-1","|H0:item:68944:26:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","26","0","Reactive Girdle","","0","13","2","6","1","2","8","0","3","-1","89","0","0","0","0","0","Maximum Health Enchantment","Adds 33 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 67 Maximum Stamina","(3 items) Adds 9 Stamina Recovery","(4 items) Adds 74 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 13%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","crafted","",""
"19932711","-1","|H0:item:68944:31:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","31","0","Reactive Girdle","","0","13","2","6","1","2","8","0","3","-1","75","0","0","0","0","0","Maximum Health Enchantment","Adds 33 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 56 Maximum Stamina","(3 items) Adds 7 Stamina Recovery","(4 items) Adds 61 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 13%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","crafted","",""
"19931899","-1","|H0:item:68944:9:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","9","0","Reactive Girdle","","0","13","2","7","1","2","8","0","3","-1","102","0","0","0","0","0","Maximum Health Enchantment","Adds 33 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 78 Maximum Stamina","(3 items) Adds 10 Stamina Recovery","(4 items) Adds 86 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 13%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","dropped","",""
"19932442","-1","|H0:item:68944:21:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","21","0","Reactive Girdle","","0","13","2","7","1","2","8","0","3","-1","102","0","0","0","0","0","Maximum Health Enchantment","Adds 33 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 78 Maximum Stamina","(3 items) Adds 10 Stamina Recovery","(4 items) Adds 86 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 13%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","crafted","",""
"19932945","-1","|H0:item:68944:122:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","122","0","Reactive Girdle","","0","13","3","2","1","2","8","0","3","-1","21","0","0","0","0","0","Maximum Health Enchantment","Adds 35 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 11 Maximum Stamina","(3 items) Adds 1 Stamina Recovery","(4 items) Adds 12 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 14%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","unknown","",""
"19931894","-1","|H0:item:68944:4:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","4","0","Reactive Girdle","","0","13","3","7","1","2","8","0","3","-1","117","0","0","0","0","0","Maximum Health Enchantment","Adds 35 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 90 Maximum Stamina","(3 items) Adds 12 Stamina Recovery","(4 items) Adds 99 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 14%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","dropped","",""
"19932761","-1","|H0:item:68944:32:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","32","0","Reactive Girdle","","0","13","3","7","1","2","8","0","3","-1","117","0","0","0","0","0","Maximum Health Enchantment","Adds 35 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 90 Maximum Stamina","(3 items) Adds 12 Stamina Recovery","(4 items) Adds 99 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 14%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","crafted","",""
"19932775","-1","|H0:item:68944:50:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","50","0","Reactive Girdle","","0","13","3","7","1","2","8","0","3","-1","117","0","0","0","0","0","Maximum Health Enchantment","Adds 35 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 90 Maximum Stamina","(3 items) Adds 12 Stamina Recovery","(4 items) Adds 99 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 14%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","unknown","",""
"19931897","-1","|H0:item:68944:7:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","7","0","Reactive Girdle","","0","13","3","8","1","2","8","0","3","-1","131","0","0","0","0","0","Maximum Health Enchantment","Adds 35 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 101 Maximum Stamina","(3 items) Adds 13 Stamina Recovery","(4 items) Adds 111 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 14%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","dropped","",""
